Date,full_text,retweet_count
2021-09-14,GOOGLE First buy signal within the Channel Up GOOG chart,0
2021-09-14,Blazing Stock Detected 2021 09 14 Alphabet Inc GOOG GOOG Has Experienced a 6 6 Increase In News Volume 9 Other Stocks have Experienced an increase of 1046 04 In News Volume Check them out here gt,0
2021-09-14,GOOG Google fined US 177mln by South Korea antitrust regulator for abusing Android dominance GOOG,0
2021-09-14,BZI IT GOOG Insider sells News sergey brin Alphabet Insider Sold Over 40 31 Million In Company Stock,0
2021-09-14,A Peek Into The Markets CNM Earnings GOOG GOOGL A Peek Into The Markets US Stock Futures Mostly Flat Ahead Of Consumer Price Index,0
2021-09-15,Who wants to talk any of these stocks Comment some insights or big plays you got with them if you d like GNOG DKNG AAPL TSLA AMZN BBIG ATER CROX AMC GME GOOG FB GNOG DKNG AAPL TSLA AMZN BBIG ATER CROX AMC GME GOOG FB,0
2021-09-15,GOOG get ready GOOG,0
2021-09-15,RT kansal15 RT When your website ends with IN search engines like Google mark you as India based and increases your chances to appear more in the search results Visit to get your or IN domain name domain business growth goog,0
2021-09-15,Google is the internet google googl goog stock market tech technology epic internet monster,1
2021-09-16,AMZN ASAN Earnings FB GOOG No Return to Office Date Remote Productivity Software Market Set for Growth,0
2021-09-16,GOOG Call Lotto GOOG GOOG,0
2021-09-16,GOOG 20 50 MA cloud giving GOOG some pep in it s step,2
2021-09-16,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-09-17,My Goog timeline w be heeerrrrrrr,0
2021-09-17,Could a U N human rights and climate change envoy be created Goog,0
2021-09-17,new phone pixel5 goog,0
2021-09-17,GooG is falling again It might fall 60 like last Friday,0
2021-09-18,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-09-18,Covered Calls Cash Flow Strategy Ticker GOOG Date 2021 09 24 Strike 2835 0 Premium Generated 1 12 options coveredcalls stocks GOOG,1
2021-09-20,GOOGL GOOG chart,0
2021-09-20,GOOG ready for morning GOOG,0
2021-09-20,Taking profits on my GOOG GOOGL short now that its sitting at the 50 day EMA,0
2021-09-21,Something s happening in the FANG index that deserves your immediate attention Read this quote plus see 2 pricecharts from our September 15 U S Short Term Update AAPL stocks stockmarket investor trader Elliottwave FB AMZN NFLX GOOG,5
2021-09-21,Google plans to buy New York office building for 2 1 billion yes 2 1 billion NYC BigApple GOOG,0
2021-09-21,GOOG likely to bounce GOOG,0
2021-09-21,binge watching these OG mini docu series never knew my spirit team has been there since goOG,0
2021-09-21,Briefs GOOG Alphabet Eyes Manhattan Building For 2 1B Amid Hybrid Work Trend,0
2021-09-21,SMH Elliott Wave Analysis Please like and share if you appreciate this Elliottwave analysis NDX SPX MSFT APPL AMZN GOOG GOOGL FB INTC NVDA CSCO ADBE NFLX PEP CMCSA PYPL TSLA COST AMGN TMUS AVGO TXN,0
2021-09-21,Aloha Traders Updated Elliottwave counts on our Discord platform BTC ETH ETHBTC SPX SPX500 NDX NAS100 WTI oil Gold GLD XAU DXY VIX AAPL MSFT GOOG SMH Green box wicked in Bitcoin Happy trading,0
2021-09-22,GOOG GOOGL Why Marin Software Shares Are Soaring Today,0
2021-09-22,so do you really wanna get investment advisements imagine you start a company today 5 years from now let s see between crypto TSLA APPL GOOG RBLX and YOU which one will get more success It s that simple Great advice from,0
2021-09-23,The best support level for Google GOOG chart on,0
2021-09-24,10 StockstoWatch Stockstobuy Swingtrading Swingtrade Nasdaq100 NASDAQ100 NASDAQ On Daily Closing Goog JPM BAC MS LIN C SCHW AMD ISRG GE goog JPM BAC MS LIN C SCHW AMD ISRG GE Google GeneralElectic Citigroup Morganstanley JPMorgan,0
2021-09-24,Live NewsAlertNo1 Live IPL Live Score CSK vs RCB Csk Won by 6 Wickets News Alert No1 CSK Won By 6 Wickets News By NewsAlertNo1 Goog,0
2021-09-26,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-09-27,GOOG InsiderSelling 5 Stocks Insiders Are Selling,0
2021-09-27,AAPL GOOG Expect Bigger Things With Apple s iPhone 14 With A Complete Redesign Says Gurman,0
2021-09-27,Basil Chapman hosts the Tiger Technician s Hour for Monday on and discussed INDU SPX SQ FB GOOG WOOD DKNG BIDU and more Learntotrade TFNN StockMarketNews OpeningCall ChapmanWave StocksToTrade financialeducation,0
2021-09-27,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-09-28,GOOG 1st attempt on shorting Google Success GOOG,0
2021-09-28,Our GOOG CLOSE PRICE prediction for coming weeks goog successful Anything coming up,0
2021-09-28,Google What Can I Say google googl stock tech internet goog technology epic monster,1
2021-09-28,detected Dip for GOOG at 2714 in 9 28 2021 12 00 00 AM dipWatcher,0
2021-09-28,You can only buy one FANG stock for the rest of your life Which is it AAPL FB NFLX GOOG stocks invest investing StocksToBuy stockmarket,1
2021-09-28,Google Meet starts beta testing live translated captions URL CC ClosedCaptions Goog Google GoogleMeet Translation videoconferencing VideoMeetings,0
2021-09-28,GOOG 2021 09 27 CLOSE PRICE 2830 02002 goog,0
2021-09-28,Aloha Traders Updated Elliottwave counts on our Discord platform BTC ETH ETHBTC SPX SPX500 NDX NAS100 WTI oil Gold GLD XAU DXY VIX MSFT AAPL GOOG FB AMZN ADBE TGT The iH amp S target is at 78 Happy trading,0
2021-09-28,Our GOOG CLOSE PRICE prediction for coming days goog pips What will unfold,0
2021-09-29,5 Reasons Why Investors Fail amp 10 Theories of We Can Do About it GOOG TradingView,0
2021-09-29,Our GOOG CLOSE PRICE prediction for coming days goog stocks What do you project,0
2021-09-29,Google 29 SEP Elliott waves Gann Astrology GOOG GOOG chart on,0
2021-09-29,GOOG 2021 09 28 CLOSE PRICE 2723 679932 goog,0
2021-09-29,GOOG GOOGL Me siento con suerte TradingView,0
2021-09-29,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-09-29,Our GOOG CLOSE PRICE prediction for coming weeks goog billionaire Anything coming up,0
2021-09-30,GOOG Call Lotto GOOG GOOG,0
2021-09-30,Past trends of where I invested the most heavily 2017 GOOG and MSFT 2018 AMD and NVDA 2019 Bitcoin Ethereum and TSLA 2020 Litecoin and Chainlink 2021 Litecoin and Chainlink,0
2021-09-30,Check out the biggest Ask and Above the Ask orders coming through IAA MSFT GOOG DIS QCOM GOOGL MRNA NFLX,0
2021-09-30,this is our LAST tweet LIVE RP30 trading startegy forecast for 2021 October CON GOOG NVDA Good luck for us,0
2021-09-30,Warning Signs in Google Price Pattern GOOG chart on,0
2021-09-30,Raven Industries Acquires Intellectual Property From Alphabet s Loon For Undisclosed Sum Briefs GOOG,0
2021-09-30,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-01,Alphabet googl goog Piper Sandler Adjusts Alphabet s Price Target to 3 904 from 3 034 Keeps Overweight Rating alphabetstock,0
2021-10-01,Alphabet GOOG closed at 2729 25 score 48 credit rating AA,0
2021-10-01,Briefs GOOG UK Law Firm Files Lawsuit Against Google DeepMind,0
2021-10-01,Google says the most searched word on Bing is Google The claim was made in court as Google made its case to appeal against a 4 3bn 5bn fine from the European Union for abusing its market power stockstowatch GOOG alphabet,0
2021-10-01,Google 1 OCT Elliott waves Gann Astrology GOOG GOOG chart on,0
2021-10-02,FTD of GOOG in the last 1 year To view more details including T 35 date visit FTD GOOG,1
2021-10-02,WATCH WE WRAP UP SEP STOCK MARKET S amp P 500 DOW 30 NASDAQ SECTORS FAANG RE via TECHNOLGY BigTech FAANG AAPL MSFT AMZN FB GOOG TSLA NVDA NFLX BABA SPX SPY ES ES F NQ NQ F NDX QQQ DJI DIA YM F RTY F RUT IWM,0
2021-10-03,GOOG Increased relative volume as GOOG rests on channel support scansunday,0
2021-10-03,Google What Can I Say google googl stock tech internet goog technology epic monster,0
2021-10-04,GOOG Call Lotto GOOG GOOG,0
2021-10-04,communications in globalization are dead google instagramdown facebookdown watsappdown goog,0
2021-10-04,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-04,buy GOOG amp MRNA today,0
2021-10-05,Google is the internet google googl goog stock market tech technology epic internet monster,1
2021-10-05,Top 10 Buys for Millennials BTC BNB ETH GOOGL GOOG MSFT TSLA AAPL NFLX AMZN SPY SPX QQQ ES,0
2021-10-05,GOOG GOOGL Why Google Shares Are Rising,0
2021-10-05,Apple Facebook Tesla Google Netflix Amazon and more make up the NYSE FANG Index And now the FANG index deserves your immediate attention Read this excerpt 2 charts from our Sept 15 Short Term Update FB AAPL NFLX AMZN GOOG,0
2021-10-05,Google goog trading 33k trading stocks chart,0
2021-10-05,Which of these well known tech stocks will be the first to crash amc gme aapl goog fb nflx,0
2021-10-06,The last time FB Hit the 200 day MA it went on a 6 month run Will it repeat itself after getting up out of the ashes nasdaq clov amc gme cei ater baba fami tsla amzn goog PLTR,0
2021-10-06,Let s celebrate TI10 together Today we re giving away some of the CORSAIR gear that Puppey and the boys are using To enter simply Follow amp Retweet and reply with your TI10 predictions Good luck,1703
2021-10-06,No dominant Superapps here AMZN and 0VHA have a data 1st bus AAPL FB or GOOG are also in the game w strategic acquisitions PYPL or SQ have expanded to add com functionalities All players are preparing the ground for moving to the next step which is the Superapp model,0
2021-10-06,WATCH TOP 10 BEST TECHNOLOGY STOCKS INVESTING TRADING via Trading Trade Stocks TECHNOLGY BigTech FAANG AAPL MSFT AMZN FB GOOG TSLA NVDA NFLX BABA The SP50011 SECTORS XLK XLV XLF XLY XLC XLI XLP XLE XLU XLRE XLB,0
2021-10-06,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-06,on Sep 27th our AI forecasted GOOG to be bearish below 2830 until Oct 6th That was right so far on Sep 28th it forecasted a closing price below 2720 until Oct 7th That was right until 5th On Sep 30th it signalled a bullish run yellow above 2692 until 10 18 GOOG,0
2021-10-06,A great read which gives a construct on handling Game Telemetry in Google Cloud There are sections that call out the importance of Dataflow in both Stream and Batch processing of data Definitely a great read cloud goog,0
2021-10-06,EG I think had s great chance of winning TI 2ND place for secret goOG,0
2021-10-07,Google 7 OCT Elliott waves Gann Astrology GOOG GOOG chart on,0
2021-10-07,CEI thinks it s an option Over 100 today Still down from 4 85 Last week nasdaq clov amc gme amd ater baba tsla amzn goog PLTR baba tlry spacex,0
2021-10-07,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-08,Briefs GOOG Google Goes Tougher On Climate Change Policies,0
2021-10-08,StockstoWatch Stockstobuy Swingtrading Swingtrade Nasdaq100 Nasdaq nyse StocksInFocus On Daily Closing GOOG GOOGL HD PG DIS AVGO COST LOW NOW SNAP GOOG GOOGL HD PG DIS AVGO COST LOW NOW Snapdragon,0
2021-10-08,Not that important but Highlight is Needed Dota The International 10 has Started PREPARE FOR THE BATTLES TI10 Dota10 DreamOG GOOG TeamSecret NothingToSay PSGLGD,0
2021-10-08,RT Intl Stephen Boyle SHI s Sr VP of Strategic Partners shares how Google Workspace allows SHI to reach a diverse group of the workforce regardless of where the work is being executed Learn more on s YouTube HybridWorkplace Goog,0
2021-10-08,Max pain here is 7 50 A close above this is harmful to shorters positions A close above 8 is detrimental to them 12k 7 5 s OI 11k 8 s OI nasdaq clov amc gme amd ater baba tsla amzn goog PLTR baba tlry spacex BallBoys,1
2021-10-08,GOOG Call Lotto GOOG GOOG,0
2021-10-09,Google to block ads from appearing next to content denying climate change GOOG Alphabet GAFAM NATU GAFAMI,0
2021-10-09,The only crypto to buy and hold is Litecoin Wallstreetbets Reddit Bitcoin Goog Dogecoin Defi ETH NFT,0
2021-10-10,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-11,AMC hitting this level a 3rd time Price down 1 while gme was up 4 Divergence on the TTM squeeze indicator vs price action calls down 26 for the day initiated a buy and 112 options move nasdaq clov gme amd ater baba tsla amzn goog PLTR baba tlry spacex,0
2021-10-11,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-12,HCL Technologies expanded its strategic partnership with Google Cloud The intent is to jointly launch healthcare and life sciences solutions Click here to read more For more Details Visit tradeplus hcl hcltech google goog,0
2021-10-12,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-12,GOOG Buen punto de compra en GOOG TradingView,0
2021-10-12,WEN Wendy s and GOOG Cloud Partner to Enhance the Wendy s Restaurant Experience marketnews wen goog stockstowatch OptionsFlow options stocks,0
2021-10-12,It is time for my bois GL GoOG TI10 Dota2 TIBR,0
2021-10-12,GOOG Put Lotto GOOG GOOG,0
2021-10-13,Google What Can I Say google googl stock tech internet goog technology epic monster,0
2021-10-13,GOOG InsiderSelling 3 Stocks Insiders Are Selling,0
2021-10-13,More advanced investors and traders don t only focus on local stocks They also have exposures in global markets GOOG FB AMZN GrowYourMoney BeFinanciallyFree InvestMoneyPH,0
2021-10-13,Citrix and Google Cloud Team to Deliver Future of Hybrid Work URL Citrix CTXS Goog Google GoogleCloud HybridWork Partnership,0
2021-10-13,Wave 2 Trade Setup in MSFT Before amp After Are you in with us algotrading NDX SPX MSFT APPL AMZN GOOG GOOGL FB AMD NVDA SMH XLK JPM M PG UNH INTC VZ MA PFE MRK BAC DIS NFLX TSLA,1
2021-10-13,BZI IT GOOG Insider sells News sergey brin Director Of Alphabet Trades 38M In Company Stock,0
2021-10-13,NFE Elliottwave Analysis Please like and share if you appreciate this chart algotrading NDX SPX MSFT APPL AMZN GOOG GOOGL FB AMD NVDA SMH XLK JPM M PG UNH INTC,0
2021-10-13,BB GOOG Why BlackBerry Shares Are Rising,0
2021-10-14,Aloha Traders Updated Elliottwave counts on our Discord platform BTC ETH ETHBTC SPX SPX500 NDX NAS100 WTI oil Gold GLD XAU VIX MSFT AAPL AMZN GOOG FB AMD TXN Are we having four flats in a row in DXY suggesting bullishness,0
2021-10-14,Google 14 OCT Decision Time for Alphabet GOOG GOOG chart on,0
2021-10-14,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-15,GOOG 2021 10 15 CLOSE PRICE 2833 5 goog,0
2021-10-15,Our GOOG CLOSE PRICE prediction for coming days goog financialprofessionalLamborghini Anything coming up,0
2021-10-15,Our GOOG CLOSE PRICE prediction for coming weeks goog stocks What do you project,0
2021-10-15,TOP 10 equity positions MSFT Microsoft NVDA Nvidia GOOG Google CRWD Crowd Strike TSLA TESLA XOM Exxon MARA Marathon GBTC Grey Scale Bitcoin IWN Russell 2000 OILK Crude tracking etf ES F NQ F ES NQ,1
2021-10-16,See what I ve posted to GoogleMaps Level 5 LocalGuide googleanalytics seo digitalmarketing marketing googleads analytics DanielBrummitt DetroitArtist Philososaur googlepixel goog 2 million now,2
2021-10-16,FTD of GOOG in the last 1 year To view more details including T 35 date visit FTD GOOG,0
2021-10-17,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-18,this is how Y8 sees the current future of GOOG GOOG how to read these charts,0
2021-10-18,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-19,EXCLUSIVE Healthcare Triangle Announces Google Cloud Partnership To Accelerate Health Care Life Sciences Transformation cloudstocks GOOG,0
2021-10-19,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-19,FANG appears to be finally breaking out of its rangebound movement since Feb 2021 Expectations are for a rally towards 8300 10 1 away fb amzn nflx goog stocks equity trading investing technicalanalysis usa,0
2021-10-19,WATCH TOP 10 BEST DOW JONES INDEX DJIA DOW 30 TRADING STOCK INVESTING Trading Trade Stocks TECHNOLGY BigTech FAANG AAPL MSFT AMZN FB GOOG TSLA NVDA NFLX BABA The SP50011 SECTORS XLK XLV XLF XLY XLC XLI XLP XLE XLU XLRE XLB,0
2021-10-19,GOOG New Technical Analysis Invest commission free in the UK amp EU with Freetrade and claim a free stock Stocks Markets Trading TechnicalAnalysis,0
2021-10-19,FOXF GOOG 5 Stocks Insiders Are Selling,0
2021-10-19,BKKT I m glad No one knows about this company yet I m going to keep adding Easy 10x GOOG partnership BKKT GOOG,0
2021-10-19,GOOG Caution 2900 2905 is a zone for a potential short setup for another leg down GOOG,0
2021-10-20,AVIR OCGN GOOG Hey check out this server of real traders helping each other profit link my bio StocksToWatch Investment Market AVIR OCGN Bullish GOOG,1
2021-10-20,Top performing assets of this year ETH 383 BTC 90 NVDA 59 GOOG 57 MSFT 32 TWTR 13 TSLA 11,0
2021-10-20,US Big Tech earnings preview FB MSFT GOOG AMZN and AAPL in focus,2
2021-10-20,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-20,Snap Partners With Google To Bring Quick Tap To Snap On Pixel 6 Series Smartphones AugmentedReality GOOG,0
2021-10-20,GOOG New Technical Analysis Invest commission free in the UK amp EU with Freetrade and claim a free stock Stocks Markets Trading TechnicalAnalysis,0
2021-10-20,Interesting to see GOOG competing with MSFT for basic infrastructure email document sharing laptops etc by offering sexy additions like AI assisted clinical screening,0
2021-10-20,A Peek Into The Markets ABT Earnings FB GOOG A Peek Into The Markets US Stock Futures Flat Ahead Of Earnings Fed Minutes,1
2021-10-20,What if you ve been in crypto but in 3 years when BTC is 1mil and all you own is shitcoins you say I was in but didn t make money This will end up no different than the coms goog pcln amzn won and 95 didn t buyerbeware,0
2021-10-21,SweepCast alerted GOOG with Unusual Options Activity Alerted on 2950 CALL Expiring 01 20 2023 worth 30K Try Out GOOG,0
2021-10-21,How do tech giants Apple like Amazon monetize data on consumer behavior The U S Consumer Financial Protection Bureau is investigating their payment services to figure it out the regulator said Thursday,6
2021-10-21,What Will Be Facebook s New Name Here Are The Betting Odds FB GOOG,0
2021-10-21,AAPL GOOG WELLTEQ DIGITAL HEALTH INC ACQUIRES PERPETUAL LICENSE FOR DIGITAL SLEEP TECH IP,0
2021-10-21,Apple is getting sued by multiple companies snap aapl Apple fb goog,0
2021-10-21,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-21,This is exactly the problem we re solving for at Your data is your property and you should earn from it not tech giants GOOG Facebook OwnYourData PermissionIO,3
2021-10-21,tUrd lol which valuation make sense to you None of them make sense TSLA GOOG AFRM ROKU and list goes on and on TSLA GOOG AFRM Bullish ROKU,0
2021-10-21,GOOG Some more to go GOOG,0
2021-10-21,GOOG now we know y insider s have been selling like crazy before er I guess inside trading ain t illegal cuzzzzz how tf did they know Also boys and girls we buying hoping for a gap up after er or what GOOG,0
2021-10-22,GOOG sold by ARK Invest GOOG chart on,0
2021-10-22,SPY QQQ GOOG GOOGL If Google has to start paying for news too then it s lights out for FAANG Bearish SPY GOOGL QQQ GOOG,0
2021-10-22,dwac I guess the way so many of the Cult folks are trigged the SEC maybe getting involved soon the scam might end before it begins o Patrick has Cayman s amp Wuhan o fb twtr goog GOOG DWAC FB TWTR,0
2021-10-22,DWAC The only reason TWTR SNAP GOOG are trending is because of us Lmfao GOOG DWAC SNAP Bullish TWTR,0
2021-10-22,GOOG Call Lotto GOOG GOOG,0
2021-10-22,DWAC Still in the buy the rumor phase so have fun while it lasts AAPL GOOG will collude together to ban it from app store and play store then it will go the way of Parler Lost and forgotten DWAC AAPL GOOG Bearish,0
2021-10-22,BZI PE Earnings GOOG News Intraday Update Price To Earnings Ratio Insights For Alphabet,0
2021-10-22,GOOG easy gap fill play This and SHOP i got eyes on SHOP GOOG,0
2021-10-22,Yesterday s sudden dips spotted across multiple stocks C AMZN FB GOOG SNAP AAPL amp may be there are more Who is holding them all A margin call We also saw GME buy got triggered yesterday which did bring some AH volume Hell Cat started making some noise Stocks,2
2021-10-22,Blazing Stock Detected 2021 10 22 Alphabet Inc GOOG GOOG Has Experienced a 12 97 Increase In News Volume 8 Other Stocks have Experienced an increase of 1266 23 In News Volume Check them out here gt,0
2021-10-23,GOOG followed the forecasted yellow price range It didn t make it to the top of 2950 but that s OK we think GOOG,0
2021-10-23,RT with permission Ok so I just read through all 173 pages of the unredacted Google antitrust filing and I have to say that either Google is screwed or society is screwed we ll find out which Unordered list of fun things I learned,13088
2021-10-24,Very detailed allegations of anti competitive behaviour by Goog and FB,0
2021-10-24,GOOG Out of the 146 other times GOOG was down 3 0 during a trading day 56 of the time it traded higher by the next day s market close link in bio wallstreetodds com GOOG,0
2021-10-24,To be sure Zoom as an ICT infra is highly security sensitive Yet most of my friends in China use Zoom widely even in govt Given the cases of goog lnkn aapl why Zoom encounters no obstacles at all from Chinese govt if it s a true US company,1
2021-10-24,SweepCast alerted GOOG with Unusual Options Activity Alerted on 2790 PUT Expiring 10 22 2021 worth 34K Try Out GOOG,0
2021-10-24,GOOG gOOGLE Posizione SHORT e TARGET TradingView,0
2021-10-24,Daily Close 22 10 21 Trending Markets STOCKS We still track the 30 Most Popular Hedge Fund Stocks 2021 Q2 List by The markets show you where the money flow is AAPL AMZN FB GOOG MSFT NFLX TWTR TrendFollowing,0
2021-10-24,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-25,BZI EP Earnings GOOG GOOG US38259P7069 Alphabet s Earnings Outlook,0
2021-10-25,GOOG Long Entry off support at 2724ish GOOG chart on,0
2021-10-25,NLST Honestly tho many don t even understand what that judgment means going forward for NLST and how this will shake GOOG to it s core AND the revenue stream that will NLST will benefit from for YEARS TO COME GOOG Bullish NLST,1
2021-10-25,NLST GOOG your next Called it in January That 78 avg is sooooo nice too GOOG NLST Bullish,1
2021-10-25,Google is the internet google googl goog stock market tech technology epic internet monster,0
2021-10-25,CHART the market hasn t been kind to companies that miss earnings fb amzn msft goog aapl all reporting this week Nasdaq traders be aware,0
2021-10-25,GOOG GOOG 1D EW,0
2021-10-25,The S amp P500 Marketcap is 36 5T APPL Goog Tesla FB MSFT make up 25 of the US Market Cap at 8 4T Trillion S amp P forward P E est 2022 is 21 3 Historical avg is 16 Presuming earnings keep exceeding bear will still hibernate Big earnings week this week,0
2021-10-25,FB GOOG TWTR DWAC 600 EOM GBHL 0 90 EOM everyone knows we will be acquired by DWAC because we have an infrastructure and connections to Trump Monday is last chance to buy at these prices IMO GBHL DWAC FB Bullish GOOG TWTR,1
2021-10-25,30 of the S amp P 500 companies are reporting earnings this week including GOOG AAPL AMZN FB and MSFT 84 of companies that have already reported beat estimates Popular in Gatsby SPY AAPL TSLA AMC FB CEI AMD SOFI F NIO ROKU FCEL BBIG BABA NotInvestmentAdvice,0
2021-10-26,GOOG vs MSFT for earnings bet I am more towards MSFT MSFT GOOG,0
2021-10-26,LCID bidding waR FOR lucid who will win GOOG AAPL AMZN or MSFT AMZN AAPL GOOG MSFT LCID,0
2021-10-26,OCGN Who approval today BRPM FB BIIB GOOG BRPM BIIB GOOG FB OCGN Bullish,1
2021-10-26,GOOG Nobody cares that they beat It s guidance guidance guidance especially w respect to Apple privacy By how this is trading looks like they are taking the guidance down GOOG Bearish,0
2021-10-26,GOOG worst case just like nflx after 24hr we will see min 5 10 move GOOG,0
2021-10-26,QQQ Wait for the fade of MSFT GOOG NVDA AMD MSFT AMD GOOG Bearish QQQ NVDA,0
2021-10-26,SNAP FB TWTR GOOG TWTR FB GOOG SNAP,0
2021-10-26,GOOG pretty low volume No side is confident May not move 1 tomorrow GOOG,0
2021-10-26,AMD MSFT GOOG TWTR So Wheres the pump MSFT TWTR GOOG AMD,0
2021-10-26,GOOG who s the clowns selling now Go have a cocktail and come back to green in the morning GOOG Bullish,0
2021-10-26,Next up AMZN FB GOOG AMZN 3400c FB 340c GOOG 2800c financialmarkets futures gains tradestock tradingstocks success stocktrading investment investor globalstocks stockexchange robinhoodstock stock stocknews dividendstock stocktips trading trader,0
2021-10-26,SPY I can t wait for my Google to be up 5 tmr earnings fb goog FB Bullish SPY GOOG,0
2021-10-26,GOOG GOOGLE we re coming for you next Signed NETLIST How to Trade The Strat with Small Accounts with Jermaine The Strat Soldier GOOG,0
